,price,price_open,price_high,price_low,change
1816,11.58,11.58,11.58,11.58,11.58
1817,13.50,13.50,13.50,13.50,13.50
1818,13.25,13.25,13.25,13.25,13.25
1819,12.19,12.19,12.19,12.19,12.19
1820,12.04,12.04,12.04,12.04,12.04
1821,11.62,11.62,11.62,11.62,11.62
1822,11.51,11.51,11.51,11.51,11.51
1823,11.39,11.39,11.39,11.39,11.39
1824,11.06,11.06,11.06,11.06,11.06
1825,11.06,11.06,11.06,11.06,11.06
1826,11.10,11.10,11.10,11.10,11.10
1827,10.86,10.86,10.86,10.86,10.86
1828,10.87,10.87,10.87,10.87,10.87
1829,10.98,10.98,10.98,10.98,10.98
1830,10.97,10.97,10.97,10.97,10.97
1831,10.53,10.53,10.53,10.53,10.53
1832,9.55,9.55,9.55,9.55,9.55
1833,9.35,9.35,9.35,9.35,9.35
1834,9.10,9.10,9.10,9.10,9.10
1835,8.71,8.71,8.71,8.71,8.71
1836,8.89,8.89,8.89,8.89,8.89
1837,8.90,8.90,8.90,8.90,8.90
1838,8.90,8.90,8.90,8.90,8.90
1839,8.80,8.80,8.80,8.80,8.80
1840,8.60,8.60,8.60,8.60,8.60
1841,8.45,8.45,8.45,8.45,8.45
1842,8.41,8.41,8.41,8.41,8.41
1843,8.85,8.85,8.85,8.85,8.85
1844,8.52,8.52,8.52,8.52,8.52
1845,8.87,8.87,8.87,8.87,8.87
1846,9.11,9.11,9.11,9.11,9.11
1847,8.80,8.80,8.80,8.80,8.80
1848,8.50,8.50,8.50,8.50,8.50
1849,7.62,7.62,7.62,7.62,7.62
1850,7.54,7.54,7.54,7.54,7.54
1851,7.67,7.67,7.67,7.67,7.67
1852,7.76,7.76,7.76,7.76,7.76
1853,7.15,7.15,7.15,7.15,7.15
1854,7.20,7.20,7.20,7.20,7.20
1855,7.02,7.02,7.02,7.02,7.02
1856,6.80,6.80,6.80,6.80,6.80
1857,6.76,6.76,6.76,6.76,6.76
1858,6.65,6.65,6.65,6.65,6.65
1859,6.67,6.67,6.67,6.67,6.67
1860,6.51,6.51,6.51,6.51,6.51
1861,6.45,6.45,6.45,6.45,6.45
1862,6.76,6.76,6.76,6.76,6.76
1863,6.63,6.63,6.63,6.63,6.63
1864,6.69,6.69,6.69,6.69,6.69
1865,6.65,6.65,6.65,6.65,6.65
1866,6.61,6.61,6.61,6.61,6.61
1867,6.65,6.65,6.65,6.65,6.65
1868,6.42,6.42,6.42,6.42,6.42
1869,6.30,6.30,6.30,6.30,6.30
1870,6.35,6.35,6.35,6.35,6.35
1871,6.43,6.43,6.43,6.43,6.43
1872,6.55,6.55,6.55,6.55,6.55
1873,6.68,6.68,6.68,6.68,6.68
1874,6.67,6.67,6.67,6.67,6.67
1875,6.50,6.50,6.50,6.50,6.50
1876,6.31,6.31,6.31,6.31,6.31
1877,6.16,6.16,6.16,6.16,6.16
1878,6.40,6.40,6.40,6.40,6.40
1879,6.50,6.50,6.50,6.50,6.50
1880,5.95,5.95,5.95,5.95,5.95
1881,5.93,5.93,5.93,5.93,5.93
1882,5.70,5.70,5.70,5.70,5.70
1883,5.57,5.57,5.57,5.57,5.57
1884,5.47,5.47,5.47,5.47,5.47
1885,5.56,5.56,5.56,5.56,5.56
1886,5.63,5.63,5.63,5.63,5.63
1887,5.59,5.59,5.59,5.59,5.59
1888,5.46,5.46,5.46,5.46,5.46
1889,5.44,5.44,5.44,5.44,5.44
1890,5.27,5.27,5.27,5.27,5.27
1891,5.21,5.21,5.21,5.21,5.21
1892,5.25,5.25,5.25,5.25,5.25
1893,5.27,5.27,5.27,5.27,5.27
1894,5.18,5.18,5.18,5.18,5.18
1895,5.13,5.13,5.13,5.13,5.13
1896,5.15,5.15,5.15,5.15,5.15
1897,5.14,5.14,5.14,5.14,5.14
1898,5.14,5.14,5.14,5.14,5.14
1899,5.10,5.10,5.10,5.10,5.10
1900,5.15,5.15,5.15,5.15,5.15
1901,5.12,5.12,5.12,5.12,5.12
1902,5.14,5.14,5.14,5.14,5.14
1903,5.10,5.10,5.10,5.10,5.10
1904,5.10,5.10,5.10,5.10,5.10
1905,5.09,5.09,5.09,5.09,5.09
1906,5.10,5.10,5.10,5.10,5.10
1907,5.12,5.12,5.12,5.12,5.12
1908,5.10,5.10,5.10,5.10,5.10
1909,5.09,5.09,5.09,5.09,5.09
1910,5.03,5.03,5.03,5.03,5.03
1911,5.01,5.01,5.01,5.01,5.01
1912,4.93,4.93,4.93,4.93,4.93
1913,4.95,4.95,4.95,4.95,4.95
1914,4.96,4.96,4.96,4.96,4.96
1915,4.85,4.85,4.85,4.85,4.85
1916,5.04,5.04,5.04,5.04,5.04
1917,5.05,5.05,5.05,5.05,5.05
1918,5.06,5.06,5.06,5.06,5.06
1919,5.05,5.05,5.05,5.05,5.05
1920,5.08,5.08,5.08,5.08,5.08
1921,5.07,5.07,5.07,5.07,5.07
1922,5.13,5.13,5.13,5.13,5.13
1923,5.07,5.07,5.07,5.07,5.07
1924,5.00,5.00,5.00,5.00,5.00
1925,4.95,4.95,4.95,4.95,4.95
1926,4.90,4.90,4.90,4.90,4.90
1927,4.98,4.98,4.98,4.98,4.98
1928,5.11,5.11,5.11,5.11,5.11
1929,5.10,5.10,5.10,5.10,5.10
1930,5.13,5.13,5.13,5.13,5.13
1931,5.10,5.10,5.10,5.10,5.10
1932,4.96,4.96,4.96,4.96,4.96
1933,5.20,5.20,5.20,5.20,5.20
1934,5.26,5.26,5.26,5.26,5.26
1935,5.35,5.35,5.35,5.35,5.35
1936,5.14,5.14,5.14,5.14,5.14
1937,5.12,5.12,5.12,5.12,5.12
1938,4.98,4.98,4.98,4.98,4.98
1939,4.93,4.93,4.93,4.93,4.93
1940,4.97,4.97,4.97,4.97,4.97
1941,4.96,4.96,4.96,4.96,4.96
1942,4.94,4.94,4.94,4.94,4.94
1943,4.92,4.92,4.92,4.92,4.92
1944,4.93,4.93,4.93,4.93,4.93
1945,4.84,4.84,4.84,4.84,4.84
1946,4.87,4.87,4.87,4.87,4.87
1947,4.79,4.79,4.79,4.79,4.79
1948,4.69,4.69,4.69,4.69,4.69
1949,4.95,4.95,4.95,4.95,4.95
1950,4.92,4.92,4.92,4.92,4.92
1951,4.91,4.91,4.91,4.91,4.91
1952,4.95,4.95,4.95,4.95,4.95
1953,4.97,4.97,4.97,4.97,4.97
1954,4.83,4.83,4.83,4.83,4.83
1955,4.91,4.91,4.91,4.91,4.91
1956,4.86,4.86,4.86,4.86,4.86
1957,4.81,4.81,4.81,4.81,4.81
1958,4.79,4.79,4.79,4.79,4.79
1959,4.81,4.81,4.81,4.81,4.81
1960,4.62,4.62,4.62,4.62,4.62
1961,4.55,4.55,4.55,4.55,4.55
1962,4.68,4.68,4.68,4.68,4.68
1963,4.69,4.69,4.69,4.69,4.69
1964,4.70,4.70,4.70,4.70,4.70
1965,4.81,4.81,4.81,4.81,4.81
1966,4.84,4.84,4.84,4.84,4.84
1967,4.69,4.69,4.69,4.69,4.69
1968,5.28,5.28,5.28,5.28,5.28
1969,5.22,5.22,5.22,5.22,5.22
1970,5.34,5.34,5.34,5.34,5.34
1971,5.33,5.33,5.33,5.33,5.33
1972,5.38,5.38,5.38,5.38,5.38
1973,5.27,5.27,5.27,5.27,5.27
1974,4.89,4.89,4.89,4.89,4.89
1975,4.91,4.91,4.91,4.91,4.91
1976,4.83,4.83,4.83,4.83,4.83
1977,4.86,4.86,4.86,4.86,4.86
1978,4.93,4.93,4.93,4.93,4.93
1979,4.94,4.94,4.94,4.94,4.94
1980,4.99,4.99,4.99,4.99,4.99
1981,4.98,4.98,4.98,4.98,4.98
1982,4.82,4.82,4.82,4.82,4.82
1983,4.61,4.61,4.61,4.61,4.61
1984,4.70,4.70,4.70,4.70,4.70
1985,4.92,4.92,4.92,4.92,4.92
1986,4.86,4.86,4.86,4.86,4.86
1987,4.87,4.87,4.87,4.87,4.87
1988,4.96,4.96,4.96,4.96,4.96
1989,4.92,4.92,4.92,4.92,4.92
1990,4.77,4.77,4.77,4.77,4.77
1991,5.03,5.03,5.03,5.03,5.03
1992,5.01,5.01,5.01,5.01,5.01
1993,4.42,4.42,4.42,4.42,4.42
1994,4.27,4.27,4.27,4.27,4.27
1995,4.36,4.36,4.36,4.36,4.36
1996,4.39,4.39,4.39,4.39,4.39
1997,4.22,4.22,4.22,4.22,4.22
1998,4.41,4.41,4.41,4.41,4.41
1999,4.27,4.27,4.27,4.27,4.27
2000,4.33,4.33,4.33,4.33,4.33
2001,4.46,4.46,4.46,4.46,4.46
2002,5.26,5.26,5.26,5.26,5.26
2003,5.51,5.51,5.51,5.51,5.51
2004,5.60,5.60,5.60,5.60,5.60
2005,5.91,5.91,5.91,5.91,5.91
2006,5.83,5.83,5.83,5.83,5.83
2007,5.60,5.60,5.60,5.60,5.60
2008,5.69,5.69,5.69,5.69,5.69
2009,5.45,5.45,5.45,5.45,5.45
2010,5.69,5.69,5.69,5.69,5.69
2011,5.87,5.87,5.87,5.87,5.87
2012,5.96,5.96,5.96,5.96,5.96
2013,6.10,6.10,6.10,6.10,6.10
